Time [s]	Amp[A]
10.568759  0.76
10.569259  0.66
10.569761  0.63
10.570263  0.95
10.570764  0.72
10.571266  0.69
10.571766  0.78
10.572267  0.70
10.572769  0.69
10.573270  0.78
10.573770  0.69
10.574271  0.63
10.574772  0.59
10.575273  0.73
10.575774  0.67
10.576276  0.69
10.576776  0.78
10.577277  0.57
10.577779  0.75
10.578280  0.69
10.578781  0.81
10.579281  0.67
10.579782  0.70
10.580283  0.76
10.580784  0.67
10.581285  0.64
10.581787  0.67
10.582287  0.76
10.582788  0.80
10.583290  0.56
10.583792  0.69
10.584293  0.78
10.584795  0.69
10.585295  0.61
10.585796  0.67
10.586297  0.70
10.586799  0.72
10.587299  0.78
10.587801  0.73
10.588301  0.75
10.588802  0.70
10.589303  0.66
10.589805  0.66
10.590305  0.63
10.590807  0.72
10.591307  0.73
10.591809  0.70
10.592309  0.73
10.592810  0.75
10.593311  0.63
10.593813  0.81
10.594314  0.76
10.594815  0.72
10.595316  0.72
10.595817  0.72
10.596319  0.66
10.596819  0.63
10.597320  0.70
10.597821  0.78
10.598323  0.61
10.598823  0.73
10.599325  0.73
10.599826  0.59
10.600327  0.76
10.600828  0.76
10.601329  0.78
10.601830  0.59
10.602331  0.75
10.602833  0.72
10.603333  0.70
10.603834  0.64
10.604335  0.73
10.604836  0.76
10.605338  0.86
10.605839  0.57
10.606339  0.80
10.606840  0.66
10.607341  0.72
10.607843  0.70
10.608343  0.56
10.608844  0.73
10.609345  0.69
10.609847  0.72
10.610347  0.63
10.610849  0.73
10.611349  0.57
10.611850  0.67
10.612351  0.63
10.612852  0.75
10.613353  0.67
10.613854  0.75
10.614356  0.61
10.614857  0.67
10.615358  0.64
10.615859  0.67
10.616360  0.69
10.616862  0.69
10.617362  0.72
10.617863  0.64
10.618365  0.73
10.618865  0.84
10.619366  0.64
10.619868  0.73
10.620369  0.69
10.620870  0.69
10.621371  0.70
10.621873  0.75
10.622375  0.81
10.622875  0.66
10.623376  0.66
10.623878  0.69
10.624380  0.67
10.624881  0.61
10.625382  0.70
10.625884  0.67
10.626384  0.76
10.626886  0.70
10.627387  0.72
10.627887  0.61
10.628388  0.87
10.628890  0.76
10.629391  0.76
10.629892  0.73
10.630393  0.75
10.630895  0.76
10.631396  0.70
10.631897  0.72
10.632397  0.76
10.632898  0.69
10.633399  0.64
10.633900  0.64
10.634401  0.72
10.634902  0.73
10.635404  0.48
10.635905  0.70
10.636407  0.64
10.636908  0.78
10.637409  0.69
10.637911  0.76
10.638412  0.67
10.638912  0.56
10.639413  0.69
10.639915  0.73
10.640416  0.84
10.640917  0.70
10.641418  0.61
10.641918  0.81
10.642419  0.84
10.642920  0.69
10.643422  0.73
10.643922  0.73
10.644424  0.78
10.644925  0.73
10.645425  0.75
10.645926  0.78
10.646427  0.86
10.646929  0.78
10.647429  0.70
10.647930  0.80
10.648432  0.76
10.648932  0.72
10.649434  0.66
10.649935  0.76
10.650436  0.70
10.650937  0.75
10.651438  0.72
10.651939  0.78
10.652440  0.76
10.652941  0.69
10.653442  0.64
10.653943  0.75
10.654444  0.81
10.654945  0.66
10.655446  0.67
10.655947  0.64
10.656448  0.67
10.656949  0.75
10.657451  0.87
10.657952  0.72
10.658453  0.80
10.658955  0.72
10.659456  0.59
10.659957  0.80
10.660458  0.63
10.660959  0.76
10.661460  0.78
10.661962  0.70
10.662463  0.72
10.662963  0.78
10.663464  0.64
10.663966  0.78
10.664466  0.75
10.664968  0.78
10.665468  0.75
10.665969  0.64
10.666470  0.69
10.666972  0.70
10.667473  0.73
10.667973  0.83
10.668474  0.66
10.668975  0.73
10.669476  0.72
10.669977  0.69
10.670478  0.76
10.670980  0.70
10.671481  0.72
10.671982  0.76
10.672483  0.80
10.672985  0.53
10.673485  0.70
10.673986  0.69
10.674488  0.76
10.674989  0.83
10.675490  0.61
10.675991  0.76
10.676493  0.66
10.676993  0.84
10.677495  0.76
10.677995  0.67
10.678497  0.73
10.678997  0.61
10.679499  0.76
10.679999  0.67
10.680501  0.89
10.681002  0.72
10.681503  0.80
10.682004  0.83
10.682505  0.70
10.683006  0.72
10.683507  0.83
10.684008  0.67
10.684509  0.70
10.685010  0.63
10.685512  0.78
10.686013  0.57
10.686514  0.76
10.687016  0.67
10.687517  0.67
10.688018  0.69
10.688519  0.70
10.689020  0.70
10.689522  0.83
10.690024  0.75
10.690524  0.69
10.691025  0.69
10.691526  0.73
10.692027  0.69
10.692528  0.57
10.693030  0.72
10.693531  0.64
10.694031  0.69
10.694533  0.75
10.695034  0.81
10.695535  0.70
10.696037  0.67
10.696538  0.66
10.697039  0.72
10.697541  0.78
10.698042  0.57
10.698542  0.72
10.699044  0.66
10.699545  0.75
10.700046  0.75
10.700546  0.61
10.701048  0.70
10.701548  0.72
10.702049  0.72
10.702550  0.64
10.703052  0.73
10.703552  0.70
10.704054  0.70
10.704554  0.70
10.705055  0.70
10.705557  0.72
10.706057  0.70
10.706559  0.67
10.707060  0.69
10.707560  0.72
10.708061  0.69
10.708562  0.69
10.709063  0.70
10.709564  0.66
10.710065  0.78
10.710567  0.72
10.711068  0.69
10.711568  0.80
10.712070  0.59
10.712570  0.73
10.713072  0.66
10.713573  0.70
10.714073  0.66
10.714575  0.67
10.715076  0.70
10.715576  0.64
10.716077  0.59
10.716579  0.72
10.717081  0.73
10.717583  0.63
10.718083  0.66
10.718585  0.80
10.719085  0.69
10.719587  0.66
10.720088  0.70
10.720589  0.78
10.721090  0.75
10.721591  0.59
10.722093  0.72
10.722594  0.69
10.723096  0.63
10.723596  0.64
10.724097  0.66
10.724598  0.64
10.725099  0.73
10.725601  0.75
10.726102  0.72
10.726603  0.69
10.727104  0.76
10.727605  0.76
10.728107  0.73
10.728608  0.72
10.729110  0.80
10.729611  0.67
10.730112  0.81
10.730613  0.63
10.731113  0.61
10.731614  0.80
10.732116  0.64
10.732617  0.72
10.733119  0.70
10.733620  0.72
10.734120  0.64
10.734621  0.69
10.735123  0.57
10.735624  0.64
10.736124  0.76
10.736626  0.72
10.737126  0.64
10.737627  0.67
10.738128  0.72
10.738629  0.64
10.739130  0.75
10.739631  0.78
10.740132  0.83
10.740634  0.47
10.741135  0.67
10.741637  0.63
10.742139  0.66
10.742639  0.56
10.743141  0.69
10.743641  0.73
10.744142  0.73
10.744644  0.69
10.745145  0.76
10.745646  0.73
10.746148  0.72
10.746649  0.61
10.747150  0.72
10.747651  0.73
10.748152  0.69
10.748653  0.63
10.749154  0.73
10.749656  0.73
10.750156  0.81
10.750658  0.81
10.751158  0.76
10.751659  0.66
10.752160  0.84
10.752661  0.56
10.753162  0.69
10.753663  0.67
10.754165  0.63
10.754665  0.70
10.755167  0.64
10.755668  0.75
10.756169  0.70
10.756670  0.75
10.757172  0.67
10.757674  0.75
10.758174  0.80
10.758676  0.70
10.759177  0.72
10.759678  0.86
10.760179  0.69
10.760681  0.69
10.761182  0.76
10.761682  0.70
10.762183  0.64
10.762685  0.69
10.763185  0.73
10.763686  0.78
10.764188  0.70
10.764689  0.76
10.765190  0.75
10.765692  0.64
10.766192  0.69
10.766694  0.78
10.767194  0.78
10.767695  0.66
10.768197  0.63
10.768698  0.64
10.769199  0.75
10.769700  0.73
10.770200  0.70
10.770702  0.72
10.771203  0.51
10.771704  0.67
10.772205  0.64
10.772706  0.73
10.773208  0.66
10.773709  0.78
10.774210  0.69
10.774711  0.72
10.775213  0.73
10.775713  0.72
10.776214  0.64
10.776715  0.72
10.777216  0.67
10.777718  0.78
10.778218  0.73
10.778720  0.76
10.779222  0.64
10.779722  0.63
10.780223  0.78
10.780724  0.66
10.781225  0.80
10.781726  0.75
10.782227  0.75
10.782728  0.80
10.783229  0.70
10.783730  0.72
10.784231  0.75
10.784732  0.72
10.785234  0.75
10.785736  0.69
10.786236  0.75
10.786737  0.80
10.787238  0.78
10.787740  0.69
10.788240  0.40
10.788742  0.66
10.789242  0.61
10.789744  0.56
10.790245  0.78
10.790746  0.64
10.791248  0.73
10.791749  0.73
10.792249  0.69
10.792750  0.67
10.793251  0.64
10.793753  0.64
10.794255  0.61
10.794756  0.84
10.795257  0.67
10.795758  0.67
10.796259  0.80
10.796760  0.56
10.797261  0.63
10.797762  0.59
10.798263  0.69
10.798764  0.81
10.799265  0.78
10.799766  0.75
10.800268  0.70
10.800769  0.76
10.801271  0.78
10.801772  0.67
10.802273  0.66
10.802774  0.66
10.803276  0.72
10.803776  0.78
10.804278  0.70
10.804778  0.80
10.805279  0.63
10.805780  0.67
10.806281  0.86
10.806782  0.80
10.807283  0.84
10.807785  0.57
10.808285  0.72
10.808787  0.80
10.809287  0.73
10.809788  0.76
10.810289  0.61
10.810790  0.66
10.811291  0.75
10.811792  0.61
10.812294  0.66
10.812794  0.69
10.813295  0.73
10.813796  0.83
10.814297  0.63
10.814798  0.67
10.815300  0.67
10.815800  0.73
10.816302  0.64
10.816802  0.75
10.817303  0.63
10.817805  0.73
10.818305  0.57
10.818807  0.83
10.819307  0.73
10.819808  0.61
10.820309  0.70
10.820810  0.67
10.821312  0.69
10.821813  0.73
10.822314  0.57
10.822816  0.73
10.823316  0.72
10.823817  0.76
10.824318  0.81
10.824820  0.64
10.825320  0.57
10.825821  0.64
10.826322  0.89
10.826823  0.76
10.827324  0.67
10.827825  0.84
10.828327  0.80
10.828828  0.76
10.829328  0.66
10.829829  0.83
10.830330  0.72
10.830831  0.66
10.831333  0.73
10.831834  0.75
10.832334  0.72
10.832835  0.73
10.833337  0.81
10.833839  0.76
10.834340  0.66
10.834842  0.81
10.835343  0.67
10.835843  0.61
10.836344  0.72
10.836845  0.78
10.837346  0.70
10.837848  0.76
10.838349  0.57
10.838851  0.69
10.839351  0.72
10.839852  0.76
10.840353  0.59
10.840855  0.75
10.841355  0.73
10.841856  0.66
10.842357  0.73
10.842859  0.69
10.843359  0.75
10.843861  0.70
10.844362  0.70
10.844862  0.75
10.845364  0.69
10.845864  0.72
10.846365  0.72
10.846867  0.70
10.847368  0.78
10.847868  0.73
10.848370  0.61
10.848870  0.78
10.849371  0.61
10.849872  0.59
10.850374  0.78
10.850875  0.72
10.851376  0.66
10.851876  0.83
10.852377  0.75
10.852878  0.64
10.853379  0.66
10.853881  0.83
10.854383  0.66
10.854883  0.80
10.855385  0.89
10.855885  0.75
10.856386  0.81
10.856888  0.69
10.857389  0.81
10.857891  0.76
10.858392  0.72
10.858892  0.78
10.859394  0.72
10.859894  0.69
10.860396  0.80
10.860896  0.73
10.861397  0.70
10.861898  0.73
10.862399  0.66
10.862900  0.81
10.863402  0.84
10.863902  0.69
10.864403  0.67
10.864904  0.81
10.865406  0.78
10.865907  0.76
10.866408  0.59
10.866909  0.70
10.867410  0.70
10.867911  0.73
10.868413  0.66
10.868913  0.70
10.869414  0.89
10.869915  0.61
10.870416  0.75
10.870918  0.76
10.871418  0.56
10.871919  0.70
10.872420  0.59
10.872921  0.80
10.873422  0.67
10.873924  0.67
10.874424  0.75
10.874925  0.63
10.875426  0.63
10.875927  0.61
10.876428  0.73
10.876930  0.69
10.877430  0.72
10.877931  0.86
10.878432  0.75
10.878933  0.84
10.879435  0.63
10.879936  0.70
10.880437  0.66
10.880938  0.61
10.881439  0.67
10.881940  0.75
10.882441  0.67
10.882942  0.59
10.883443  0.75
10.883944  0.73
10.884445  0.76
10.884947  0.73
10.885448  0.70
10.885949  0.80
10.886450  0.69
10.886952  0.56
10.887452  0.78
10.887953  0.70
10.888454  0.69
10.888956  0.63
10.889456  0.63
10.889957  0.81
10.890458  0.54
10.890959  0.84
10.891460  0.72
10.891962  0.84
10.892463  0.73
10.892965  0.83
10.893465  0.72
10.893966  0.73
10.894468  0.67
10.894968  0.67
10.895470  0.75
10.895970  0.78
10.896472  0.76
10.896973  0.66
10.897474  0.73
10.897975  0.76
10.898477  0.64
10.898977  0.61
10.899479  0.87
10.899979  0.78
10.900480  0.70
10.900981  0.72
10.901482  0.69
10.901984  0.64
10.902484  0.73
10.902986  0.80
10.903487  0.63
10.903988  0.57
10.904489  0.78
10.904990  0.66
10.905492  0.76
10.905993  0.69
10.906494  0.72
10.906995  0.64
10.907495  0.66
10.907996  0.76
10.908497  0.73
10.908998  0.72
10.909499  0.81
10.910000  0.63
10.910501  0.75
10.911002  0.72
10.911503  0.78
10.912004  0.75
10.912506  0.81
10.913006  0.75
10.913507  0.78
10.914008  0.72
10.914510  0.69
10.915010  0.73
10.915511  0.69
10.916013  0.63
10.916514  0.80
10.917016  0.84
10.917516  0.70
10.918017  0.57
10.918518  0.80
10.919019  0.76
10.919520  0.59
10.920022  0.70
10.920523  0.67
10.921024  0.70
10.921526  0.73
10.922027  0.81
10.922528  0.72
10.923029  0.73
10.923529  0.81
10.924030  0.73
10.924531  0.70
10.925033  0.83
10.925533  0.76
10.926034  0.63
10.926536  0.61
10.927036  0.73
10.927537  0.83
10.928038  0.78
10.928539  0.75
10.929041  0.70
10.929542  0.80
10.930042  0.72
10.930543  0.76
10.931045  0.80
10.931545  0.66
10.932046  0.66
10.932548  0.70
10.933049  0.73
10.933550  0.61
10.934051  0.78
10.934553  0.67
10.935053  0.72
10.935555  0.69
10.936055  0.69
10.936557  0.72
10.937058  0.72
10.937559  0.67
10.938060  0.72
10.938561  0.63
10.939062  0.63
10.939563  0.73
10.940064  0.76
10.940565  0.75
10.941067  0.73
10.941568  0.69
10.942069  0.76
10.942570  0.69
10.943072  0.73
10.943572  0.63
10.944073  0.73
10.944575  0.69
10.945076  0.75
10.945577  0.61
10.946078  0.83
10.946580  0.70
10.947080  0.69
10.947581  0.64
10.948082  0.81
10.948583  0.66
10.949085  0.70
10.949585  0.69
10.950086  0.76
10.950587  0.78
10.951089  0.76
10.951589  0.70
10.952090  0.72
10.952592  0.80
10.953093  0.81
10.953594  0.70
10.954096  0.66
10.954596  0.70
10.955097  0.64
10.955598  0.78
10.956100  0.73
10.956600  0.64
10.957101  0.72
10.957603  0.69
10.958104  0.75
10.958606  0.64
10.959107  0.78
10.959609  0.89
10.960109  0.64
10.960610  0.75
10.961111  0.78
10.961612  0.69
10.962114  0.67
10.962614  0.73
10.963115  0.64
10.963616  0.72
10.964118  0.63
10.964619  0.83
10.965119  0.67
10.965620  0.63
10.966122  0.75
10.966622  0.72
10.967124  0.69
10.967625  0.75
10.968125  0.64
10.968626  0.73
10.969128  0.63
10.969630  0.70
10.970130  0.75
10.970631  0.63
10.971133  0.63
10.971633  0.69
10.972134  0.70
10.972635  0.75
10.973136  0.76
10.973638  0.66
10.974138  0.59
10.974640  0.76
10.975140  0.63
10.975641  0.84
10.976143  0.63
10.976643  0.70
10.977144  0.61
10.977645  0.66
10.978146  0.64
10.978648  0.73
10.979148  0.70
10.979649  0.80
10.980150  0.70
10.980651  0.83
10.981153  0.75
10.981653  0.69
10.982154  0.66
10.982655  0.70
10.983157  0.86
10.983657  0.61
10.984159  0.72
10.984660  0.72
10.985160  0.70
10.985662  0.76
10.986163  0.75
10.986664  0.75
10.987166  0.75
10.987667  0.70
10.988168  0.80
10.988670  0.61
10.989170  0.73
10.989672  0.78
10.990172  0.76
10.990673  0.73
10.991174  0.70
10.991675  0.66
10.992176  0.72
10.992678  0.72
10.993178  0.72
10.993680  0.64
10.994180  0.66
10.994681  0.75
10.995182  0.76
10.995683  0.84
10.996185  0.64
10.996685  0.73
10.997186  0.73
10.997687  0.70
10.998189  0.70
10.998689  0.69
10.999190  0.67
10.999691  0.75
11.000192  0.66
11.000694  0.72
11.001194  0.63
11.001695  0.67
11.002197  0.75
11.002698  0.73
11.003199  0.51
11.003700  0.70
11.004201  0.64
11.004702  0.69
11.005204  0.70
11.005705  0.70
11.006207  0.81
11.006707  0.66
11.007208  0.67
11.007709  0.69
11.008210  0.70
11.008711  0.81
11.009212  0.61
11.009713  0.70
11.010214  0.70
11.010716  0.66
11.011216  0.80
11.011718  0.66
11.012218  0.86
11.012719  0.70
11.013220  0.72
11.013721  0.80
11.014222  0.73
11.014723  0.70
11.015224  0.67
11.015725  0.64
11.016226  0.73
11.016727  0.72
11.017228  0.72
11.017729  0.72
11.018230  0.70
11.018732  0.76
11.019232  0.72
11.019733  0.76
11.020234  0.66
11.020736  0.75
11.021237  0.70
11.021738  0.76
11.022239  0.72
11.022740  0.70
11.023241  0.87
11.023743  0.67
11.024243  0.61
11.024745  0.84
11.025245  0.76
11.025746  0.75
11.026248  0.78
11.026749  0.72
11.027250  0.73
11.027752  0.78
11.028253  0.76
11.028754  0.70
11.029254  0.81
11.029756  0.66
11.030257  0.67
11.030757  0.66
11.031259  0.81
11.031760  0.72
11.032262  0.78
11.032764  0.73
11.033266  0.78
11.033766  0.72
11.034267  0.69
11.034769  0.54
11.035269  0.61
11.035771  0.75
11.036272  0.78
11.036774  0.66
11.037274  0.59
11.037776  0.72
11.038278  0.70
11.038778  0.72
11.039279  0.59
11.039781  0.84
11.040281  0.80
11.040782  0.76
11.041283  0.76
11.041785  0.78
11.042286  0.73
11.042787  0.76
11.043289  0.76
11.043790  0.84
11.044291  0.72
11.044792  0.67
11.045294  0.70
11.045794  0.72
11.046295  0.67
11.046797  0.76
11.047298  0.76
11.047800  0.66
11.048301  0.70
11.048801  0.75
11.049302  0.72
11.049803  0.70
11.050304  0.73
11.050805  0.66
11.051306  0.72
11.051807  0.63
11.052308  0.76
11.052809  0.80
11.053310  0.75
11.053811  0.78
11.054312  0.61
11.054813  0.69
11.055315  0.72
11.055815  0.72
11.056317  0.69
11.056818  0.63
11.057319  0.61
11.057820  0.66
11.058321  0.70
11.058823  0.66
11.059323  0.69
11.059825  0.51
11.060326  0.67
11.060827  0.72
11.061328  0.63
11.061829  0.76
11.062330  0.56
11.062832  0.70
11.063332  0.84
11.063833  0.66
11.064334  0.64
11.064836  0.67
11.065336  0.61
11.065837  0.63
11.066338  0.63
11.066839  0.66
11.067340  0.59
11.067842  0.69
11.068342  0.97
11.068844  0.61
11.069344  0.69
11.069845  0.51
11.070346  0.53
11.070847  0.63
11.071349  0.63
11.071851  0.59
11.072352  0.59
11.072853  0.56
11.073355  0.69
11.073856  0.66
11.074358  0.66
11.074859  0.54
11.075360  0.57
11.075862  0.72
11.076363  0.63
11.076863  0.67
11.077365  0.67
11.077865  0.69
11.078366  0.63
11.078867  0.67
11.079368  0.72
11.079869  0.57
11.080370  0.57
11.080872  0.57
11.081374  0.64
11.081874  0.76
11.082375  0.70
11.082876  0.67
11.083377  0.64
11.083879  0.61
11.084379  0.56
11.084880  0.67
11.085382  0.70
11.085883  0.78
11.086383  0.70
11.086884  0.69
11.087385  0.73
11.087887  0.73
11.088388  0.80
11.088889  0.66
11.089391  0.66
11.089891  0.57
11.090392  0.66
11.090893  0.72
11.091394  0.63
11.091896  0.75
11.092397  0.75
11.092898  0.78
11.093400  0.73
11.093900  0.73
11.094401  0.70
11.094902  0.70
11.095403  0.84
11.095904  0.80
11.096405  0.73
11.096906  0.76
11.097408  0.72
11.097908  0.72
11.098409  0.69
11.098910  0.70
11.099411  0.72
11.099912  0.69
11.100414  0.80
11.100915  0.72
11.101416  0.73
11.101917  0.76
11.102418  0.61
11.102919  0.64
11.103420  0.75
11.103921  0.70
11.104422  0.67
11.104923  0.72
11.105424  0.61
11.105925  0.78
11.106427  0.64
11.106927  0.70
11.107428  0.59
11.107929  0.64
11.108430  0.72
11.108931  0.73
11.109432  0.63
11.109933  0.72
11.110435  0.51
11.110935  0.75
